"","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","fingerprint","algorithm","picture","conclusion","typos"
"68","Yes","8.0","8.0",95,97,"9mm","Moderately credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","2.0","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658327515.28971,7,"1d0279d90658c6d83f85dc64859f4878","Yes","No","Match","Uncorrected"
"69","No","4.0","4.0",50,50,"9mm","Extremely credible","Extremely credible","Weakly reliable","Weakly reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","4.0","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658328838.20492,11,"15419cea877235709afe9c355cb7afce","Yes","Yes","Inconclusive","Uncorrected"
"70","No","5 <br/> Moderately strong","7.0",85,96,"9mm","Moderately credible","Extremely credible","Moderately reliable","Weakly reliable","Moderately reliable","Extremely scientific","Moderately scientific","Extremely scientific","5 <br/> I understood everything","4.0","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658329228.64211,7,"67b04cc046ac53a9a3718cc3779f8c03","Yes","No","Match","Uncorrected"
"71","No","1 <br/> Not at all strong","1 <br/> Not at all strong",3,3,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","4.0","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658329263.76036,8,"75c7fc5ca00203ff593c0f3c6c9aa028","Yes","No","Inconclusive","Uncorrected"
"72","Yes","8.0","8.0",98,98,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658329588.39529,10,"6ca8b7bfa6d8d3bfcdf4fc5f8b2f0e7c","Yes","Yes","Match","Uncorrected"
"73","No","2.0","1 <br/> Not at all strong",10,10,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","4.0","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658329844.55327,12,"987bb63018a9038c7baa0636d0ce14b9","Yes","Yes","NoMatch","Uncorrected"
"74","Yes","7.0","9 <br/> Extremely strong",90,90,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Moderately scientific","Extremely scientific","Moderately scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658329944.68767,7,"fbe1b4559c63d1d9f4683a08172d08f2","Yes","No","Match","Uncorrected"
"75","No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,20,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658330869.86715,8,"6831cd2c76e82038a34155d775852e96","Yes","No","Inconclusive","Uncorrected"
"76","Yes","7.0","4.0",67,39,"9mm","Moderately credible","Moderately credible","Neither reliable nor unreliable","Neither reliable nor unreliable","Moderately reliable","Weakly scientific","Moderately scientific","Weakly unscientific","4.0","4.0","Frequently","Weakly reliable","Weakly reliable","Moderately scientific","Yes","The errors are equally bad",1658331391.96807,12,"b367b9d2a3ab78b8e2afdc15ce6dddc7","Yes","Yes","NoMatch","Uncorrected"
"77","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",85,85,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Moderately scientific","Extremely scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658332093.78197,7,"a68cf1a284189a8c0379ab9062a3ac6c","Yes","No","Match","Uncorrected"
"78","Yes","8.0","7.0",95,95,"9mm","Moderately credible","Weakly credible","Extremely reliable","Moderately reliable","Weakly reliable","Moderately scientific","Moderately scientific","Moderately scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658332538.60779,12,"66dbbd5c6aa0f96c2bcbb901e4bf536f","Yes","Yes","NoMatch","Uncorrected"
"79","No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,20,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658332579.4593,11,"8ba97554365c92c43f13bcc50ef6ba8a","Yes","Yes","Inconclusive","Uncorrected"
"80","No","6.0","5 <br/> Moderately strong",65,60,"9mm","Extremely credible","Extremely credible","Weakly reliable","Moderately reliable","Moderately reliable","Moderately scientific","Extremely scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658332688.83623,11,"b672aaab9a36c8e923ddb8206d2650d7","Yes","Yes","Inconclusive","Uncorrected"
"81","No","9 <br/> Extremely strong","1 <br/> Not at all strong",5,5,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Moderately reliable","Moderately scientific","Extremely scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658332713.76265,12,"9933873c12e16fc900f5727ae2802638","Yes","Yes","NoMatch","Uncorrected"
"82","No","2.0","1 <br/> Not at all strong",5,2,"9mm","Moderately credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658333133.5739,8,"b604fa81c1def9e042dc061c204e5a0b","Yes","No","Inconclusive","Uncorrected"
"83","No","1 <br/> Not at all strong","1 <br/> Not at all strong",7,1,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658333905.98288,12,"75e1e9124683c2ac7f881b19ded83be5","Yes","Yes","NoMatch","Uncorrected"
"84","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",89,97,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658333945.26665,10,"f7cffd28a71399710dda7b4e77937be2","Yes","Yes","Match","Uncorrected"
"85","No","2.0","2.0",6,6,"9mm","Extremely credible","Extremely credible","Moderately unreliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658334005.9413,9,"dfb7e263a1f879fd70db4855eb08b440","Yes","No","NoMatch","Uncorrected"
"86","Yes","7.0","7.0",70,70,"9mm","Moderately credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","4.0","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658334774.50473,10,"0d210f7ba2c885d36f94a63092078837","Yes","Yes","Match","Uncorrected"
"87","No","3.0","3.0",25,25,"9mm","Weakly credible","Moderately credible","Weakly reliable","Weakly reliable","Weakly reliable","Weakly scientific","Weakly scientific","Weakly scientific","4.0","4.0","Occasionally","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658334846.53165,7,"642d497661c84dac328438a2bf0709e4","Yes","No","Match","Uncorrected"
"88","No","4.0","5 <br/> Moderately strong",50,60,"9mm","Extremely credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","4.0","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658335279.30763,10,"a694daec8db38c9e89fa1ca6e3ee2fb4","Yes","Yes","Match","Uncorrected"
"89","No","5 <br/> Moderately strong","5 <br/> Moderately strong",40,55,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658335582.54953,8,"c89c26a2a207e5bd31823ddaa8c14cae","Yes","No","Inconclusive","Uncorrected"
"90","No","1 <br/> Not at all strong","1 <br/> Not at all strong",3,3,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Extremely scientific","4.0","5 <br/> I understood everything","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658335724.5362,9,"9ba314fb4f9096dcbe36655593d2d103","Yes","No","NoMatch","Uncorrected"
"91","No","5 <br/> Moderately strong","3.0",30,30,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Extremely scientific","4.0","4.0","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658336628.61962,8,"669f58b1da5697a655b60a7561168664","Yes","No","Inconclusive","Uncorrected"
"92","No","3.0","2.0",30,20,"9mm","Extremely credible","Extremely credible","Weakly reliable","Weakly reliable","Weakly reliable","Weakly scientific","Moderately scientific","Moderately scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658336818.56628,12,"a7fe769eeea9144752c62c43ff9100f1","Yes","Yes","NoMatch","Uncorrected"
"93","Yes","8.0","9 <br/> Extremely strong",91,100,"9mm","Extremely credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Usually","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658337075.82817,11,"9a8d404004cc2e3e96e177e93965fb43","Yes","Yes","Inconclusive","Uncorrected"
"94","No","2.0","1 <br/> Not at all strong",10,5,"9mm","Extremely credible","Extremely credible","Moderately unreliable","Extremely reliable","Moderately reliable","Moderately scientific","Neither scientific nor unscientific","Moderately scientific","5 <br/> I understood everything","3 <br/> I understood about half of the method","Rarely","Weakly reliable","Moderately unreliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658337233.14256,12,"021107192751c2317814f961002f8ec0","Yes","Yes","NoMatch","Uncorrected"
