"","race","gender","age","income","gunown","guncomfort","time.x","conclusion.x","random_number","actual_time1","educ","vote","poli","arrest","state","jury","jurycrim","time.y","conclusion.y","actual_time2","guilty","strength","prob_hide","check","guilt_free_num","guilt_free_denom","innocent_free_num","innocent_free_denom","prob_vis","guilt_bet","innocent_bet","fixed_like","time.x.x","conclusion.x.x","page_count","opinion_guilt","open_info","actual_time3","order","time.y.y","conclusion.y.y","clean_prints","clean_id"
"208","White","Male","36 - 45","More than $150,000","No","Slightly Comfortable",1685923849.06996,"Match",0.452156345592812,"2023-06-04 19:10:49","Professional degree","Democratic","Middle of the Road","No","MI","No","N/A",1685923867.03929,"Match","2023-06-04 19:11:07","No","4",64,"9mm",60,100,NA,NA,60,NA,50,"1 chance in 2 (fifty-fifty chance)",1685924514.10702,"Match",24,"No","Based on just the information that I read, it seems as if the firearm recovered from Mr. Cole's car was likely the same one that fired the bullet into the convenience store ceiling. This doesn't necessarily mean that Mr. Cole fired the shot in the store, but it may mean that someone (either he, or someone else) was in that store and fired that shot. More information is needed to be sure. ","2023-06-04 19:21:54",6317452,1685923849.07606,"Match",78,223
"209","Black or African American","Female","18 - 25","$20,000 - $29,999","No","Extremely Uncomfortable",1685923851.56685,"Match",0.743387992726639,"2023-06-04 19:10:51","High school graduate","No consistent preference","Very Liberal","Yes","IL","No","No",1685923872.26591,"Match","2023-06-04 19:11:12","Yes","9 <br/> Extremely strong",54,"9mm",NA,NA,1,10,53,25,NA,"About 1 chance in 10",1685925218.54074,"Match",24,"Yes","Based off what the fire arms examiner stated i think the defendant had committed the crime, ","2023-06-04 19:33:38",5127463,1685923851.57366,"Match",47,55
"210","Black or African American","Female","46 - 55","$10,000 - $19,999","Yes","Extremely Comfortable",1685924141.89281,"Match",0.528739639092237,"2023-06-04 19:15:41","High school graduate","Democratic","Middle of the Road","No","DC","No","N/A",1685924186.43694,"Match","2023-06-04 19:16:26","No","4",50,"9mm",50,100,NA,NA,50,NA,50,"1 chance in 2 (fifty-fifty chance)",1685925838.75071,"Match",24,"No","Because Richard Cole own a 9mm handgun close to the time the crime was committed, it is possible that he committed the crime.","2023-06-04 19:43:58",4751362,1685924141.89891,"Match",13,82
"211","White","Male","36 - 45","$70,000 - $79,999","No","Moderately Uncomfortable",1685924320.16989,"NoMatch",0.531882606213912,"2023-06-04 19:18:40","Professional degree","Democratic","Very Liberal","No","NY","No","N/A",1685924342.41003,"NoMatch","2023-06-04 19:19:02","No","2",61,"9mm",NA,NA,25,100,60,30,NA,"1 chance in 2 (fifty-fifty chance)",1685924953.47559,"NoMatch",24,"Yes","I think that based on the evidence presented there is not enough to convict him of the crime.","2023-06-04 19:29:13",5426371,1685924320.17604,"NoMatch",104,113
"212","Black or African American, Asian","Male","46 - 55","$80,000 - $89,999","No","Neither Comfortable nor Uncomfortable",1685930422.57419,"NoMatch",0.376009324332699,"2023-06-04 21:00:22","Professional degree","No consistent preference","Middle of the Road","No","NC","No","N/A",1685930446.49579,"NoMatch","2023-06-04 21:00:46","No","1 <br/> Not at all strong",2,"9mm",1,10000,NA,NA,0,NA,58,"About 1 chance in 10,000",1685930932.65322,"NoMatch",24,"No","there's not enough significant proof to find him guilty","2023-06-04 21:08:52",3164572,1685930422.58123,"NoMatch",66,13
"213","White","Female","56 - 65","$20,000 - $29,999","No","Extremely Comfortable",1685930772.34549,"NoMatch",0.543186206836253,"2023-06-04 21:06:12","Some college","Republican","Somewhat Conservative","No","AZ","No","N/A",1685930793.48205,"NoMatch","2023-06-04 21:06:33","No","4",14,"9mm",1,25,NA,NA,12,NA,50,"About 1 chance in 100",1685931515.11269,"NoMatch",24,"No","The gun found during the traffic stop does not match the gun used in the robbery","2023-06-04 21:18:35",7521364,1685930772.35776,"NoMatch",80,234
"214","White","Male","46 - 55","$100,000 - $149,999","No","Slightly Uncomfortable",1685931165.54396,"NoMatch",0.765574711607769,"2023-06-04 21:12:45","Professional degree","Democratic","Middle of the Road","No","MN","Yes","Yes",1685931201.77244,"NoMatch","2023-06-04 21:13:21","No","9 <br/> Extremely strong",13,"9mm",1,7800,NA,NA,10,NA,50,"About 1 chance in 10,000",1685931994.93736,"NoMatch",24,"No","Hes being blamed for something he didn't do.","2023-06-04 21:26:34",6352147,1685931165.56328,"NoMatch",35,269
"215","Asian","Female","46 - 55","$70,000 - $79,999","No","Moderately Uncomfortable",1685932734.15827,"NoMatch",0.936078318627551,"2023-06-04 21:38:54","2 year degree","Democratic","Middle of the Road","No","CA","No","N/A",1685932747.80951,"NoMatch","2023-06-04 21:39:07","No","3",4,"9mm",1,1000,NA,NA,1,NA,50,"Impossible that he is guilty",1685933190.26765,"NoMatch",24,"No","I think the defendant has no motive to lie about the examination, and was truthful in their tellings to the court.","2023-06-04 21:46:30",7425163,1685932734.16722,"NoMatch",158,154
"216","White","Male","46 - 55","$20,000 - $29,999","Yes","Moderately Comfortable",1685932786.0473,"Match",0.151795916259289,"2023-06-04 21:39:46","High school graduate","Democratic","Very Liberal","Yes","CA","No","N/A",1685932810.704,"Match","2023-06-04 21:40:10","No","3",76,"9mm",NA,NA,1,500,70,20,NA,"1 chance in 2 (fifty-fifty chance)",1685933563.01759,"Match",24,"Yes","I think it was probably his gun he fired iinside the store. ","2023-06-04 21:52:43",6142537,1685932786.05921,"Match",92,12
"217","White","Female","Over 65","$30,000 - $39,999","No","Extremely Uncomfortable",1685933143.50885,"Match",0.474567933240905,"2023-06-04 21:45:43","2 year degree","No consistent preference","Somewhat Liberal","No","NJ","Yes","No",1685933211.16426,"Match","2023-06-04 21:46:51","Yes","8",97,"9mm",NA,NA,1,100,97,50,NA,"About 9,999 chances in 10,000",1685935248.71274,"Match",24,"Yes","There is always a doubt but I think he was the same person who did the crime.","2023-06-04 22:20:48",2547631,1685933143.52084,"Match",22,253
"218","White","Female","Over 65","$10,000 - $19,999","No","Extremely Comfortable",1685933262.82398,"Match",0.272026277380064,"2023-06-04 21:47:42","High school graduate","Democratic","Very Liberal","No","TX","No","N/A",1685933344.06271,"Match","2023-06-04 21:49:04","No","8",100,"9mm",98.5,100,NA,NA,98,NA,0,"About 99 chances in 100",1685933920.2379,"Match",24,"No","I have no opinion.","2023-06-04 21:58:40",1263475,1685933262.83591,"Match",144,178
"219","White","Male","Over 65","$50,000 - $59,999","No","Neither Comfortable nor Uncomfortable",1685934010.25907,"NoMatch",0.0753430828917772,"2023-06-04 22:00:10","Some college","Republican","Somewhat Conservative","No","TX","Yes","Yes",1685934033.94654,"NoMatch","2023-06-04 22:00:33","No","1 <br/> Not at all strong",0,"9mm",1,1e+09,NA,NA,0,NA,0,"Impossible that he is guilty",1685935134.85457,"NoMatch",24,"No","I think that he was a victim circumstance ","2023-06-04 22:18:54",7462513,1685934010.27013,"NoMatch",45,59
"220","White","Female","56 - 65","More than $150,000","No","Extremely Uncomfortable",1685934088.85462,"Match",0.156626007286832,"2023-06-04 22:01:28","Professional degree","Democratic","Very Liberal","No","MA","Yes","Yes",1685934119.37945,"Match","2023-06-04 22:01:59","No","3",41,"9mm",1,20,NA,NA,50,NA,15,"About 1 chance in 1,000",1685935702.57214,"Match",24,"No","likely guilty","2023-06-04 22:28:22",6745213,1685934088.86115,"Match",202,76
"221","White","Female","56 - 65","$60,000 - $69,999","Yes","Slightly Uncomfortable",1685934825.55932,"Match",0.747062719427049,"2023-06-04 22:13:45","4 year degree","Republican","Somewhat Conservative","No","SC","No","N/A",1685934849.08609,"Match","2023-06-04 22:14:09","No","2",14,"9mm",1,100,NA,NA,20,NA,50,"About 1 chance in 100",1685935470.75145,"Match",24,"No","At this point I don't think there is enough evidence against him. There needs to be further examinations and questions regarding his alibis for where he was when the robbery took place, etc and not just the bullet examination.","2023-06-04 22:24:30",1536247,1685934825.57074,"Match",63,274
"222","White","Male","Over 65","$50,000 - $59,999","Yes","Extremely Comfortable",1685935960.13332,"NoMatch",0.0185581846162677,"2023-06-04 22:32:40","Some college","No consistent preference","Middle of the Road","Yes","CO","No","N/A",1685936004.29941,"NoMatch","2023-06-04 22:33:24","No","4",80,"9mm",NA,NA,1,5,80,0,NA,"About 9 chances in 10",1685936926.45029,"NoMatch",24,"Yes","I believe the that Cole is guilty","2023-06-04 22:48:46",7215463,1685935960.14476,"NoMatch",151,97
"223","White","Male","Over 65","$60,000 - $69,999","No","Moderately Comfortable",1685936458.57233,"Match",0.677408260060474,"2023-06-04 22:40:58","Professional degree","No consistent preference","Middle of the Road","No","","Yes","No",1685936528.08931,"Match","2023-06-04 22:42:08","Yes","8",89,"9mm",NA,NA,1,10,70,50,NA,"About 9 chances in 10",1685938120.33963,"Match",24,"Yes","The examiner has done an intelligent job of identifying the firearm that produced the retrieved bullet. But he cannot tell from his work who owns it.","2023-06-04 23:08:40",7362451,1685936458.57853,"Match",57,261
"224","White","Male","Over 65","$20,000 - $29,999","No","Moderately Uncomfortable",1685936961.26366,"Match",0.843048568349332,"2023-06-04 22:49:21","4 year degree","Democratic","Somewhat Liberal","No","MA","No","N/A",1685937003.28478,"Match","2023-06-04 22:50:03","No","4",77,"9mm",NA,NA,1,10,90,25,NA,"About 9 chances in 10",1685938088.28404,"Match",24,"Yes","i am thinking it is likely guilty.  i base this on the examiner saying both fired bullets came from the same gun.","2023-06-04 23:08:08",1674253,1685936961.27397,"Match",90,255
"225","White","Female","Over 65","$40,000 - $49,999","Yes","Extremely Comfortable",1685937895.5571,"Match",0.934812296647578,"2023-06-04 23:04:55","High school graduate","Democratic","Very Liberal","Yes","AZ","Yes","Yes",1685937940.33769,"Match","2023-06-04 23:05:40","No","1 <br/> Not at all strong",6,"9mm",0,0,NA,NA,4,NA,50,"Impossible that he is guilty",1685938379.89867,"Match",24,"No","I think the defendant is innocent ","2023-06-04 23:12:59",4621375,1685937895.56862,"Match",164,208
"226","White","Male","56 - 65","$20,000 - $29,999","No","Slightly Uncomfortable",1685966424.06357,"NoMatch",0.234091696795076,"2023-06-05 07:00:24","4 year degree","Democratic","Somewhat Liberal","Yes","FL","Yes","No",1685966468.64908,"NoMatch","2023-06-05 07:01:08","No","5 <br/> Moderately strong",29,"9mm",1,3,NA,NA,30,NA,0,"1 chance in 2 (fifty-fifty chance)",1685967183.03127,"NoMatch",24,"No","I think he is a person who drives above the speed limit and carries a gun","2023-06-05 07:13:03",4273615,1685966424.07637,"NoMatch",95,140
"227","White","Male","56 - 65","$40,000 - $49,999","Yes","Extremely Comfortable",1685966430.15731,"Match",0.111528682522476,"2023-06-05 07:00:30","4 year degree","Republican","Somewhat Conservative","Yes","PA","Yes","Yes",1685966471.85704,"Match","2023-06-05 07:01:11","No","4",34,"9mm",1,10,NA,NA,31,NA,10,"About 9 chances in 10",1685967345.94469,"Match",24,"No","I have not determined how I feel of think about Mr. Cole","2023-06-05 07:15:45",1253746,1685966430.17367,"Match",131,211
"228","White","Male","46 - 55","$30,000 - $39,999","No","Moderately Uncomfortable",1685966661.38569,"Match",0.433571905596182,"2023-06-05 07:04:21","4 year degree","Democratic","Somewhat Liberal","No","MD","Yes","Yes",1685966696.94905,"Match","2023-06-05 07:04:56","No","3",23,"9mm",1,10,NA,NA,20,NA,20,"About 1 chance in 10",1685967955.07956,"Match",24,"No","I think he could be innocent. The store clerk didn't see his face (he wore a ski mask). And I don't know why the police searched his car when they pulled him over for speeding. Was he acting suspicious? I think the defense should've hired a different firearms examiner to test the bullets.","2023-06-05 07:25:55",5364712,1685966661.39294,"Match",213,200
"229","Black or African American","Female","56 - 65","$30,000 - $39,999","No","Extremely Uncomfortable",1685968242.9305,"Match",0.2147433871869,"2023-06-05 07:30:42","High school graduate","Democratic","Middle of the Road","No","PA","No","N/A",1685968291.52821,"Match","2023-06-05 07:31:31","Yes","7",87,"9mm",NA,NA,1,100,90,40,NA,"About 1 chance in 100",1685969479.16125,"Match",24,"Yes","I think the defendant is most likely guilty","2023-06-05 07:51:19",6314275,1685968242.94176,"Match",192,252
"230","White","Male","56 - 65","$100,000 - $149,999","Yes","Extremely Comfortable",1685968361.9462,"NoMatch",0.93049171869643,"2023-06-05 07:32:41","4 year degree","Democratic","Very Conservative","Yes","UT","Yes","No",1685968409.19338,"NoMatch","2023-06-05 07:33:29","No","4",19,"9mm",1,100,NA,NA,17,NA,50,"Impossible that he is guilty",1685968918.65691,"NoMatch",24,"No","The defendant is not guilty","2023-06-05 07:41:58",2517463,1685968361.96236,"NoMatch",111,262
"231","White","Female","56 - 65","$40,000 - $49,999","No","Moderately Comfortable",1685968362.98856,"NoMatch",0.151751215569675,"2023-06-05 07:32:42","2 year degree","Democratic","Somewhat Liberal","No","FL","No","N/A",1685968384.9673,"NoMatch","2023-06-05 07:33:04","No","1 <br/> Not at all strong",50,"9mm",1,10,NA,NA,50,NA,10,"About 1 chance in 10",1685968890.47617,"NoMatch",24,"No","I do not think the gun recovered fired the bullet from the scene","2023-06-05 07:41:30",6721435,1685968363.00058,"NoMatch",185,162
"232","White","Female","Over 65","$10,000 - $19,999","No","Extremely Uncomfortable",1685972299.98485,"Match",0.770006421487778,"2023-06-05 08:38:19","Professional degree","Democratic","Middle of the Road","No","IN","No","N/A",1685972317.65944,"Match","2023-06-05 08:38:37","Yes","8",99,"9mm",NA,NA,1,5,99,50,NA,"1 chance in 2 (fifty-fifty chance)",1685972893.40269,"Match",24,"Yes","I believe that he could possibly be guilty if he was the one who fired the gun.  He wore a ski mask so the clerk didn’t see his face.","2023-06-05 08:48:13",7245163,1685972299.99394,"Match",177,56
"233","White","Male","56 - 65","$90,000 - $99,999","Yes","Moderately Comfortable",1685974025.43056,"NoMatch",0.0359369455836713,"2023-06-05 09:07:05","Professional degree","Republican","Very Conservative","Yes","NY","No","N/A",1685974026.05978,"NoMatch","2023-06-05 09:07:06","No","3",34,"22mm",1,1,NA,NA,20,NA,50,"About 1 chance in 100",1685974325.73695,"NoMatch",24,"No","I think that the defendant is not guilty of what he is being accused of","2023-06-05 09:12:05",6712435,1685974025.43995,"NoMatch",75,237
"234","White","Female","Over 65","$30,000 - $39,999","Yes","Moderately Comfortable",1685974237.90692,"Match",0.895177358295768,"2023-06-05 09:10:37","High school graduate","Republican","Somewhat Conservative","Yes","TX","Yes","No",1685974275.95287,"Match","2023-06-05 09:11:15","No","5 <br/> Moderately strong",17,"9mm",1,1000,NA,NA,21,NA,30,"About 1 chance in 1,000",1685975362.63042,"Match",24,"No","He may or may not be the person who shot the gun. ","2023-06-05 09:29:22",6275134,1685974237.91335,"Match",61,15
"235","Hispanic","Male","36 - 45","$80,000 - $89,999","No","Slightly Comfortable",1685974259.98956,"Match",0.561215187422931,"2023-06-05 09:10:59","4 year degree","Democratic","Very Liberal","No","NY","No","N/A",1685974283.7099,"Match","2023-06-05 09:11:23","Yes","5 <br/> Moderately strong",99,"9mm",NA,NA,1,1,100,50,NA,"About 99 chances in 100",1685975118.41778,"Match",24,"Yes","I believe the defendant was the one that fired the shot at the scene.","2023-06-05 09:25:18",4261375,1685974260.00107,"Match",233,21
"236","White","Male","56 - 65","$60,000 - $69,999","No","Slightly Uncomfortable",1685974484.69374,"NoMatch",0.268334865570068,"2023-06-05 09:14:44","4 year degree","Democratic","Somewhat Liberal","No","CO","Yes","Yes",1685974514.57836,"NoMatch","2023-06-05 09:15:14","No","1 <br/> Not at all strong",11,"9mm",1,4,NA,NA,25,NA,0,"About 1 chance in 10",1685975327.36554,"NoMatch",24,"No","It probably wasn't his registered gun (at least not this one) that fired the bullet in the convenience store","2023-06-05 09:28:47",7516243,1685974484.70527,"NoMatch",191,273
"237","White","Male","56 - 65","$100,000 - $149,999","Yes","Neither Comfortable nor Uncomfortable",1685974678.70118,"Match",0.668588972417638,"2023-06-05 09:17:58","4 year degree","Republican","Very Conservative","Yes","CA","No","N/A",1685974708.16103,"Match","2023-06-05 09:18:28","Yes","5 <br/> Moderately strong",65,"9mm",NA,NA,1,5,69,25,NA,"1 chance in 2 (fifty-fifty chance)",1685975949.80657,"Match",24,"Yes","I think the defendant might or might not plead guilty based on the argument presented ","2023-06-05 09:39:09",6713452,1685974678.70724,"Match",174,215
"238","Black or African American","Female","46 - 55","$30,000 - $39,999","No","Moderately Uncomfortable",1685976036.96403,"Match",0.0951268083881587,"2023-06-05 09:40:36","2 year degree","Democratic","Somewhat Liberal","No","NC","No","N/A",1685976052.76935,"Match","2023-06-05 09:40:52","Yes","8",84,"9mm",NA,NA,1,500,92,30,NA,"About 9,999 chances in 10,000",1685976801.92587,"Match",24,"Yes","I would want to know where he was at the time of the shooting and whether he has an alibi. I believe that the facts are proving that he is guilty.","2023-06-05 09:53:21",6752143,1685976036.98324,"Match",233,8
"239","White","Male","56 - 65","$20,000 - $29,999","No","Extremely Comfortable",1685976041.50885,"Match",0.483101986348629,"2023-06-05 09:40:41","High school graduate","Republican","Very Conservative","No","AR","No","N/A",1685976060.67101,"Match","2023-06-05 09:41:00","Yes","9 <br/> Extremely strong",100,"9mm",NA,NA,1,1e+08,100,50,NA,"About 9,999 chances in 10,000",1685976441.01155,"Match",24,"Yes","I BELIVE THAT THE DEFENDANT FIRED THE 9MM IN THE STORE","2023-06-05 09:47:21",4253671,1685976041.51553,"Match",233,264
"240","White","Female","56 - 65","$50,000 - $59,999","No","Extremely Uncomfortable",1685976244.11438,"Match",0.960055832751095,"2023-06-05 09:44:04","4 year degree","Democratic","Somewhat Liberal","No","FL","No","N/A",1685976264.50132,"Match","2023-06-05 09:44:24","No","4",50,"9mm",1,2,NA,NA,50,NA,25,"1 chance in 2 (fifty-fifty chance)",1685976764.41033,"Match",24,"No","I have no opinion of them.  Nothing has been said of the defendant.","2023-06-05 09:52:44",3627541,1685976244.12676,"Match",8,37
"241","White","Female","Over 65","$30,000 - $39,999","No","Slightly Comfortable",1685976328.85868,"NoMatch",0.0127512149047107,"2023-06-05 09:45:28","4 year degree","Democratic","Somewhat Liberal","No","AZ","Yes","Yes",1685976356.56624,"NoMatch","2023-06-05 09:45:56","No","2",16,"9mm",1,100,NA,NA,23,NA,48,"About 1 chance in 1,000",1685978514.85544,"NoMatch",24,"No","I think the gun he had with him in the car was not the same gun used in the attempted robbery. He cannot be visually ID'ed so evidence seems very shaky and only circumstantial. Most people would not use a legally registered handgun, registered in their own name, in a armed robbery and then keep it with them after.","2023-06-05 10:21:54",5217364,1685976328.86716,"NoMatch",233,31
"242","White","Male","Over 65","$40,000 - $49,999","Yes","Slightly Uncomfortable",1685976600.69685,"NoMatch",0.930999608244747,"2023-06-05 09:50:00","Some college","Democratic","Somewhat Liberal","No","CA","Yes","Yes",1685976649.56019,"NoMatch","2023-06-05 09:50:49","No","2",9,"9mm",1,50,NA,NA,6,NA,50,"About 1 chance in 100",1685977918.28282,"NoMatch",24,"No","He should drive safely:) If I’m reading this correctly he is innocent of the shooting. The examiner said two different guns.","2023-06-05 10:11:58",7145263,1685976600.70812,"NoMatch",154,184
"243","White","Male","56 - 65","More than $150,000","No","Moderately Comfortable",1685976667.76006,"NoMatch",0.952916322043166,"2023-06-05 09:51:07","Professional degree","No consistent preference","Middle of the Road","No","NY","No","N/A",1685976701.76362,"NoMatch","2023-06-05 09:51:41","No","2",95,"9mm",NA,NA,1,10,84,50,NA,"1 chance in 2 (fifty-fifty chance)",1685977243.89984,"NoMatch",24,"Yes","I think the defendant may be guilty but the evidence is very weak","2023-06-05 10:00:43",6751342,1685976667.77375,"NoMatch",41,40
"244","White","Female","56 - 65","$30,000 - $39,999","No","Slightly Uncomfortable",1685977213.49962,"Match",0.507568890228868,"2023-06-05 10:00:13","High school graduate","Democratic","Somewhat Liberal","No","TX","Yes","Yes",1685977249.02111,"Match","2023-06-05 10:00:49","Yes","9 <br/> Extremely strong",100,"9mm",NA,NA,1,1.9,100,50,NA,"Certain to be guilty",1685977822.35834,"Match",24,"Yes","I think he's guilty","2023-06-05 10:10:22",1254736,1685977213.50682,"Match",32,218
"245","White","Female","Over 65","$30,000 - $39,999","No","Moderately Uncomfortable",1685977213.53309,"NoMatch",0.262938593281433,"2023-06-05 10:00:13","Some college","Democratic","Somewhat Liberal","Yes","OH","No","N/A",1685977242.99859,"NoMatch","2023-06-05 10:00:42","No","1 <br/> Not at all strong",5,"9mm",1,1000,NA,NA,10,NA,50,"About 1 chance in 1,000",1685977832.61235,"NoMatch",24,"No","That he is probably not the owner of the gun that fired into the ceiling of the shop.","2023-06-05 10:10:32",6342157,1685977213.53982,"NoMatch",223,227
"246","White","Female","36 - 45","$70,000 - $79,999","No","Moderately Uncomfortable",1685977252.77581,"Match",0.13785897847265,"2023-06-05 10:00:52","2 year degree","Democratic","Somewhat Liberal","No","MI","No","N/A",1685977284.82842,"Match","2023-06-05 10:01:24","No","5 <br/> Moderately strong",30,"9mm",1,10,NA,NA,30,NA,20,"About 1 chance in 10",1685978332.71477,"Match",24,"No","I think that I would need more evidence to place the defendant in the store.","2023-06-05 10:18:52",1726345,1685977252.78691,"Match",209,80
"247","White","Female","Over 65","$100,000 - $149,999","No","Moderately Uncomfortable",1685978161.3301,"NoMatch",0.451378526166081,"2023-06-05 10:16:01","Professional degree","Republican","Somewhat Conservative","Yes","MI","No","N/A",1685978197.05489,"NoMatch","2023-06-05 10:16:37","No","1 <br/> Not at all strong",1,"9mm",1,10000,NA,NA,1,NA,50,"About 1 chance in 10,000",1685979318.88376,"NoMatch",24,"No","I think he is innocent.","2023-06-05 10:35:18",7346152,1685978161.34221,"NoMatch",96,16
"248","White","Female","56 - 65","$60,000 - $69,999","No","Extremely Uncomfortable",1685978233.44331,"NoMatch",0.825658398680389,"2023-06-05 10:17:13","4 year degree","Democratic","Somewhat Liberal","Yes","NE","Yes","No",1685978262.92368,"NoMatch","2023-06-05 10:17:42","No","1 <br/> Not at all strong",2,"9mm",1,20000,NA,NA,1,NA,50,"About 1 chance in 10,000",1685979113.2627,"NoMatch",24,"No","It seems as if the defendant did not fire the gun.","2023-06-05 10:31:53",5213467,1685978233.44924,"NoMatch",60,132
"249","White","Female","56 - 65","More than $150,000","No","Extremely Uncomfortable",1685978305.87123,"Match",0.844289902364835,"2023-06-05 10:18:25","4 year degree","Republican","Very Conservative","No","PA","No","N/A",1685978322.67654,"Match","2023-06-05 10:18:42","Yes","6",96,"9mm",NA,NA,5,100,95,50,NA,"About 99 chances in 100",1685978751.72722,"Match",24,"Yes","guilty","2023-06-05 10:25:51",4671352,1685978305.88257,"Match",205,7
"250","White","Male","56 - 65","$30,000 - $39,999","No","Moderately Uncomfortable",1685978862.95196,"NoMatch",0.48828924424015,"2023-06-05 10:27:42","4 year degree","Democratic","Very Liberal","No","OK","Yes","Yes",1685978885.9458,"NoMatch","2023-06-05 10:28:05","No","1 <br/> Not at all strong",2,"9mm",1,50,NA,NA,2,NA,50,"About 1 chance in 100",1685979340.64282,"NoMatch",24,"No","I think he is innocent","2023-06-05 10:35:40",2671354,1685978862.96355,"NoMatch",65,67
"251","White","Female","56 - 65","$30,000 - $39,999","No","Extremely Uncomfortable",1685979775.02997,"NoMatch",0.314562823623419,"2023-06-05 10:42:55","4 year degree","Democratic","Very Liberal","No","IL","No","N/A",1685979776.47206,"NoMatch","2023-06-05 10:42:56","No","1 <br/> Not at all strong",4,"9mm",3,100,NA,NA,3,NA,50,"About 1 chance in 100",1685980456.33938,"NoMatch",24,"No","He is probably innocent.","2023-06-05 10:54:16",2546731,1685979775.03644,"NoMatch",14,34
"252","White","Male","56 - 65","More than $150,000","Yes","Extremely Comfortable",1685979913.21695,"Match",0.919714078307152,"2023-06-05 10:45:13","Some college","Republican","Somewhat Conservative","No","MI","Yes","Yes",1685979935.86732,"Match","2023-06-05 10:45:35","No","7",89,"9mm",NA,NA,1,10,90,0,NA,"About 9 chances in 10",1685980481.66642,"Match",24,"Yes","Leaning towards guilty, but evidence is circumstantial ","2023-06-05 10:54:41",2167453,1685979913.23166,"Match",190,213
"253","White","Male","Over 65","More than $150,000","No","Moderately Uncomfortable",1685980691.34366,"NoMatch",0.0724093893077224,"2023-06-05 10:58:11","4 year degree","No consistent preference","Middle of the Road","No","MA","No","N/A",1685980713.46497,"NoMatch","2023-06-05 10:58:33","No","1 <br/> Not at all strong",6,"9mm",1,100,NA,NA,6,NA,50,"About 1 chance in 1,000",1685981289.87584,"NoMatch",24,"No","So far, there is no evidence that would make me feel that he is guilty","2023-06-05 11:08:09",1253764,1685980691.34975,"NoMatch",44,75
"254","Black or African American","Female","56 - 65","$80,000 - $89,999","No","Extremely Uncomfortable",1685980722.834,"NoMatch",0.202987591270357,"2023-06-05 10:58:42","Professional degree","Democratic","Very Liberal","Yes","NY","No","N/A",1685980752.51334,"NoMatch","2023-06-05 10:59:12","No","1 <br/> Not at all strong",3,"9mm",1,10,NA,NA,10,NA,40,"About 1 chance in 100",1685981176.97457,"NoMatch",24,"No","I think that the defendant is innocent since it has been proven from the tests that were conducted","2023-06-05 11:06:16",4527316,1685980722.84033,"NoMatch",201,238
"255","White","Male","56 - 65","$80,000 - $89,999","No","Extremely Uncomfortable",1685981630.92338,"Match",0.853456637589261,"2023-06-05 11:13:50","4 year degree","Democratic","Middle of the Road","No","CA","Yes","Yes",1685981652.16041,"Match","2023-06-05 11:14:12","Yes","9 <br/> Extremely strong",99,"9mm",NA,NA,1,12,97,0,NA,"About 9,999 chances in 10,000",1685982128.97361,"Match",24,"Yes","He is guilty","2023-06-05 11:22:08",6143752,1685981630.93273,"Match",71,117
"256","White","Female","56 - 65","$40,000 - $49,999","No","Slightly Comfortable",1685981717.60006,"NoMatch",0.766766119981185,"2023-06-05 11:15:17","High school graduate","Republican","Middle of the Road","No","OH","No","No",1685981780.16045,"NoMatch","2023-06-05 11:16:20","No","3",37,"9mm",NA,NA,3,100,43,0,NA,"About 1 chance in 10",1685982965.82412,"NoMatch",24,"Yes","I'm wondering if he had 2 different gun's","2023-06-05 11:36:05",2461753,1685981717.61171,"NoMatch",97,131
"257","White","Male","46 - 55","More than $150,000","No","Moderately Comfortable",1685983074.59773,"Match",0.593958842568099,"2023-06-05 11:37:54","4 year degree","Republican","Middle of the Road","Yes","NJ","Yes","Yes",1685983097.36709,"Match","2023-06-05 11:38:17","No","4",92,"9mm",NA,NA,1,75,80,40,NA,"About 9 chances in 10",1685983654.03692,"Match",24,"Yes","I believe he may be guilty or have significant knowledge of the guilty party.","2023-06-05 11:47:34",1524763,1685983074.60917,"Match",163,19
"258","White","Male","Over 65","$100,000 - $149,999","Yes","Slightly Comfortable",1685983393.53992,"NoMatch",0.889913177350536,"2023-06-05 11:43:13","Some college","Democratic","Somewhat Liberal","No","CA","Yes","Yes",1685983417.1584,"NoMatch","2023-06-05 11:43:37","No","1 <br/> Not at all strong",1,"9mm",1,1000,NA,NA,1,NA,50,"About 1 chance in 1,000",1685984095.19258,"NoMatch",24,"No","That he is innocent","2023-06-05 11:54:55",2534761,1685983393.54599,"NoMatch",233,187
"259","White","Female","56 - 65","$40,000 - $49,999","No","Extremely Uncomfortable",1685984593.88665,"NoMatch",0.181382140843198,"2023-06-05 12:03:13","Professional degree","Democratic","Very Liberal","No","IL","No","N/A",1685984608.72734,"NoMatch","2023-06-05 12:03:28","No","1 <br/> Not at all strong",13,"9mm",1,5,NA,NA,20,NA,40,"About 1 chance in 10",1685985261.14448,"NoMatch",24,"No","Richard Cole may have been improperly linked to the robbery and thus has been harmed.  He may be just a regular guy who should not be charged with anything beyond speeding (which may or may not have merited the police stop in the first place).","2023-06-05 12:14:21",2647315,1685984593.89916,"NoMatch",233,98
