"","...1","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","algorithm","picture","conclusion","typos","clean_prints"
"71",64,"No","4.0","5 <br/> Moderately strong",38,50,"9mm","Extremely credible","Extremely credible","Neither reliable nor unreliable","Moderately reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658326835.19371,8,"Yes","No","Inconclusive","Uncorrected",207
"72",65,"No","4.0","5 <br/> Moderately strong",60,60,"9mm","Extremely credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","4.0","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658327273.83872,7,"Yes","No","Match","Uncorrected",6
"73",66,"No","3.0","4.0",30,40,"9mm","Moderately credible","Moderately credible","Weakly reliable","Weakly reliable","Weakly reliable","Weakly scientific","Weakly scientific","Weakly scientific","4.0","3 <br/> I understood about half of the method","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658327454.83616,7,"Yes","No","Match","Uncorrected",482
"74",67,"Yes","8.0","9 <br/> Extremely strong",97,100,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658327476.43127,10,"Yes","Yes","Match","Uncorrected",574
"75",68,"Yes","8.0","8.0",95,97,"9mm","Moderately credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","2.0","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658327515.28971,7,"Yes","No","Match","Uncorrected",82
"76",69,"No","4.0","4.0",50,50,"9mm","Extremely credible","Extremely credible","Weakly reliable","Weakly reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","4.0","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658328838.20492,11,"Yes","Yes","Inconclusive","Uncorrected",63
"77",70,"No","5 <br/> Moderately strong","7.0",85,96,"9mm","Moderately credible","Extremely credible","Moderately reliable","Weakly reliable","Moderately reliable","Extremely scientific","Moderately scientific","Extremely scientific","5 <br/> I understood everything","4.0","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658329228.64211,7,"Yes","No","Match","Uncorrected",252
"78",71,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",3,3,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","4.0","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658329263.76036,8,"Yes","No","Inconclusive","Uncorrected",293
"79",72,"Yes","8.0","8.0",98,98,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658329588.39529,10,"Yes","Yes","Match","Uncorrected",264
"80",73,"No","2.0","1 <br/> Not at all strong",10,10,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","4.0","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658329844.55327,12,"Yes","Yes","NoMatch","Uncorrected",367
"81",74,"Yes","7.0","9 <br/> Extremely strong",90,90,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Moderately scientific","Extremely scientific","Moderately scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658329944.68767,7,"Yes","No","Match","Uncorrected",609
"82",75,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,20,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658330869.86715,8,"Yes","No","Inconclusive","Uncorrected",254
"83",75,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,20,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658330869.86715,8,"Yes","No","Inconclusive","Uncorrected",254
"84",75,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,20,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658330869.86715,8,"Yes","No","Inconclusive","Uncorrected",254
"85",76,"Yes","7.0","4.0",67,39,"9mm","Moderately credible","Moderately credible","Neither reliable nor unreliable","Neither reliable nor unreliable","Moderately reliable","Weakly scientific","Moderately scientific","Weakly unscientific","4.0","4.0","Frequently","Weakly reliable","Weakly reliable","Moderately scientific","Yes","The errors are equally bad",1658331391.96807,12,"Yes","Yes","NoMatch","Uncorrected",460
"86",77,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",85,85,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Moderately scientific","Extremely scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658332093.78197,7,"Yes","No","Match","Uncorrected",414
"87",78,"Yes","8.0","7.0",95,95,"9mm","Moderately credible","Weakly credible","Extremely reliable","Moderately reliable","Weakly reliable","Moderately scientific","Moderately scientific","Moderately scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658332538.60779,12,"Yes","Yes","NoMatch","Uncorrected",248
"88",79,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,20,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658332579.4593,11,"Yes","Yes","Inconclusive","Uncorrected",340
"89",80,"No","6.0","5 <br/> Moderately strong",65,60,"9mm","Extremely credible","Extremely credible","Weakly reliable","Moderately reliable","Moderately reliable","Moderately scientific","Extremely scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658332688.83623,11,"Yes","Yes","Inconclusive","Uncorrected",471
"90",81,"No","9 <br/> Extremely strong","1 <br/> Not at all strong",5,5,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Moderately reliable","Moderately scientific","Extremely scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658332713.76265,12,"Yes","Yes","NoMatch","Uncorrected",371
"91",82,"No","2.0","1 <br/> Not at all strong",5,2,"9mm","Moderately credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658333133.5739,8,"Yes","No","Inconclusive","Uncorrected",469
"92",83,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",7,1,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658333905.98288,12,"Yes","Yes","NoMatch","Uncorrected",294
"93",84,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",89,97,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658333945.26665,10,"Yes","Yes","Match","Uncorrected",600
"94",85,"No","2.0","2.0",6,6,"9mm","Extremely credible","Extremely credible","Moderately unreliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658334005.9413,9,"Yes","No","NoMatch","Uncorrected",544
"95",86,"Yes","7.0","7.0",70,70,"9mm","Moderately credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","4.0","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658334774.50473,10,"Yes","Yes","Match","Uncorrected",37
"96",87,"No","3.0","3.0",25,25,"9mm","Weakly credible","Moderately credible","Weakly reliable","Weakly reliable","Weakly reliable","Weakly scientific","Weakly scientific","Weakly scientific","4.0","4.0","Occasionally","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658334846.53165,7,"Yes","No","Match","Uncorrected",240
