"","gender","age","income","gunown","guncomfort","page.x","time.x","randomnumber","start_time","conclusion","education","vote","political","arrest","state","jury","crimejury","page.y","time.y","convict","def_comment","guilt_opinion","betting","hidden_probability","chances_fixed","evidence_strength","numeric_chance","check","visible_probability"
"292","Man","56 - 65","$50,000 - $59,999","No","Neither Comfortable nor Uncomfortable",2,"1706894248.05335",80.8799289865419,"1706894090.20229","Match","4 year degree","Democratic","Very Liberal","No","VA","No","N/A",3,"1706894646.34886","Yes","Richard Cole is accused of discharging a firearm in a business. Evidence includes a 9mm handgun found in his possession, matching the bullet recovered from the scene. A firearms examiner testified both bullets came from the same barrel. However, the clerk did not identify Cole, and questions about forensic evidence arose. The jury must decide if the prosecution has proven Cole's guilt beyond a reasonable doubt.","No","30","37","About 9,999 chances in 10,000","5 Moderately strong","innocent,80,80","9mm","39"
"293","Man","56 - 65","$100,000 - $149,999","Yes","Moderately Comfortable",2,"1706894921.47371",6.12444076687098,"1706893359.71706","NoMatch","Professional degree","Republican","Very Liberal","Yes","CA","No","N/A",3,"1706894955.55701","No","I think that there are still not enough evidence to prove that the defendant is guilty","No","50","0","About 1 chance in 100","9 Extremely strong","innocent,1,100","9mm","5"
"294","Man","Over 65","$10,000 - $19,999","No","Moderately Comfortable",2,"1706895009.13206",80.1243389490992,"1706894960.60371","Match","Professional degree","Democratic","Very Liberal","No","LA","Yes","Yes",3,"1706895051.64161","Yes","Impulsive.","Yes","45","95","About 99 chances in 100","8","innocent,1,1000000","9mm","94"
"295","Woman","Over 65","$80,000 - $89,999","No","Moderately Uncomfortable",2,"1706897652.21938",89.1890968661755,"1706897603.76869","NoMatch","Professional degree","Democratic","Very Liberal","No","WA","Yes","No",4,"1706897683.24038","No","There weren't many facts about the defendant, so I have no specific thoughts.","No","50","1","About 1 chance in 100","1 Not at all strong","guilty,2,100","9mm","2"
"296","Man","56 - 65","$100,000 - $149,999","Yes","Moderately Comfortable",2,"1706898324.95413",15.3712923638523,"1706898238.65009","Match","4 year degree","Democratic","Somewhat Liberal","No","KY","No","N/A",3,"1706898370.44924","Yes","I believe he is the one who shot the bullet in the ceiling.  I don't think he meant to hurt anyone and maybe he was needing money urgently and he thought he was without other actions.","Yes","10","100","Certain to be guilty","9 Extremely strong","guilty,100,100","9mm","100"
"297","Man","Over 65","$40,000 - $49,999","Yes","Extremely Comfortable",2,"1706898345.46171",22.9467121651396,"1706898274.05606","Match","Some college","No consistent preference","Middle of the Road","Yes","FL","No","N/A",3,"1706898372.90802","No","Never identified that he was in the store when the shot was fired. Cannot be found guilty.","No","50","50","1 chance in 2 (fifty-fifty chance)","1 Not at all strong","innocent,50,100","9mm","50"
"298","Man","Over 65","$60,000 - $69,999","No","Extremely Uncomfortable",2,"1706899236.52476",37.7731010550633,"1706899206.08757","Match","Professional degree","Democratic","Very Conservative","No","WI","No","N/A",3,"1706899267.448","Yes","In my opinion, the accused is guilty, the evidence of the bullet leaves no doubt of his guilt.","Yes","25","94","About 9,999 chances in 10,000","9 Extremely strong","guilty,9,10","9mm","96"
"299","Man","56 - 65","$100,000 - $149,999","Yes","Extremely Comfortable",2,"1706900563.80389",96.8510622391477,"1706900177.74477","Match","Professional degree","Democratic","Very Liberal","No","MD","No","N/A",3,"1706900588.8684","No","i THIKN THAT THE DEFENDANT IS NOT GUILTY BECAUE THERE IS NOTHING TO PROOF APART FROM THE FACT THAT IT THE SAME TYPE OF GUN","No","50","0","About 1 chance in 10,000","1 Not at all strong","innocent,1,1000","9mm","0"
"300","Man","56 - 65","$100,000 - $149,999","No","Neither Comfortable nor Uncomfortable",2,"1706905626.84963",55.258911754936,"1706905470.9513","Match","Professional degree","Democratic","Very Liberal","No","TX","No","No",4,"1706905685.1422","Yes","The defendant may be saying the truth he may also be lying","No","30","26","About 1 chance in 100","8","innocent,1,100","9mm","30"
"301","Woman","56 - 65","More than $150,000","Yes","Neither Comfortable nor Uncomfortable",2,"1706907072.22019",33.4326218580827,"1706907028.14325","NoMatch","4 year degree","Democratic","Somewhat Liberal","No","CA","Yes","Yes",3,"1706907098.8169","No","I think he is not guilty beyond a reasonable doubt.","No","50","4","About 1 chance in 100","1 Not at all strong","innocent,5,100","9mm","5"
"302","Man","Over 65","$100,000 - $149,999","No","Slightly Comfortable",2,"1706909090.26824",78.8650521310046,"1706909003.93543","Match","Professional degree","Republican","Very Conservative","No","HI","No","N/A",4,"1706909123.76835","Yes","That he fired the 9 mm handgun in the store, thus being the one who committed the crime.","Yes","50","99","About 999 chances in 1,000","9 Extremely strong","guilty,99,100","9mm","99"
"303","Man","56 - 65","$100,000 - $149,999","No","Extremely Comfortable",2,"1706909844.87117",46.0798995569348,"1706909806.02836","Match","4 year degree","No consistent preference","Somewhat Conservative","No","TX","No","N/A",3,"1706909884.35573","No","Nothing. No evidence about the defendant was presented other than he was found in possession of a firearm, and that firearm was used to fire a bullet into the ceiling of the convenience store. There was NO evidence presented that tied the defendant to the incident under consideration.","Yes","25","50","1 chance in 2 (fifty-fifty chance)","2","innocent,1,2","9mm","50"
"304","Other/non-binary","56 - 65","Less than $10,000","No","Extremely Comfortable",2,"1706910656.42373",74.9950839206576,"1706910611.2757","NoMatch","High school graduate","No consistent preference","Middle of the Road","Yes","FL","No","N/A",4,"1706910684.62018","No","I think he is someone the police are trying to frame just to close cases.","No","50","0","Impossible that he is guilty","1 Not at all strong","innocent,1,1","9mm","0"
"305","Woman","Over 65","$30,000 - $39,999","No","Slightly Comfortable",2,"1706971444.19036",90.3396165464073,"1706971387.33709","NoMatch","2 year degree","No consistent preference","Middle of the Road","Yes","CA","No","N/A",4,"1706971466.90109","No","I am wondering why he is on trial if it wasn't his gun? I am thinking the prosecutor must have different evidence that is more damning to the defendant.","No","50","0","Impossible that he is guilty","1 Not at all strong","innocent,98,100","9mm","0"
"306","Man","56 - 65","$10,000 - $19,999","No","Extremely Comfortable",2,"1706977677.73179",77.8055586852133,"1706977581.25295","Match","2 year degree","Republican","Very Conservative","No","CA","No","N/A",4,"1706977702.69356","Yes","guilty.","Yes","50","99","About 99 chances in 100","8","innocent,2,100","9mm","98"
