"","race","gender","age","income","gunown","guncomfort","time.x","fingerprint","educ","vote","poli","arrest","state","jury","jurycrim","time.y"
"531","White","Female",82,"$20,000 - $29,999","No","Extremely Uncomfortable",1658451216.90259,"ae9403fe6cee0c9dc881cc4a0c78822e","4 year degree","Democratic","Very Liberal","No","OR","No","N/A",1658451244.28403
"532","White","Female",57,"$40,000 - $49,999","No","Slightly Uncomfortable",1658451247.87783,"e6b0ccba7cd8bd0ecea8089dda22a497","4 year degree","Democratic","Somewhat Liberal","No","WI","No","N/A",1658451646.34851
"533","White","Female",50,"More than $150,000","No","Slightly Comfortable",1658451330.93997,"551e5e36d214f65b7c037f8f8c6a74b6","Professional degree","Democratic","Middle of the Road","No","IA","No","N/A",1658451369.18453
"534","White","Female",66,"$40,000 - $49,999","No","Slightly Comfortable",1658451395.30975,"ed4ac22efeb1b2324e8e1ba9d946420b","4 year degree","Democratic","Somewhat Liberal","No","RI","No","N/A",1658451458.24181
"535","White","Female",54,"$60,000 - $69,999","No","Moderately Comfortable",1658451419.05593,"0390cc121765908e3d3c783c839e2d3c","4 year degree","No consistent preference","Middle of the Road","Yes","FL","No","N/A",1658451462.08063
"536","White","Female",58,"$20,000 - $29,999","No","Slightly Uncomfortable",1658451427.05412,"ba192f4c78c376f54e0308151e01d516","Some college","Democratic","Very Liberal","Yes","CA","No","N/A",1658451480.14832
"537","White","Male",62,"$20,000 - $29,999","No","Extremely Uncomfortable",1658451825.81359,"351b269894de0f4c883c956fdd085be0","4 year degree","Republican","Somewhat Conservative","No","CA","No","N/A",1658451874.32297
"538","White","Male",56,"More than $150,000","No","Extremely Uncomfortable",1658452704.71936,"6831cd2c76e82038a34155d775852e96","4 year degree","Democratic","Somewhat Liberal","No","OH","Yes","Yes",1658452731.53175
"539","Black or African American","Female",19,"$30,000 - $39,999","No","Neither Comfortable nor Uncomfortable",1658453424.95562,"5bc17a0c61741c76fafaddbcf9c7eb27","2 year degree","Democratic","Somewhat Liberal","No","FL","No","N/A",1658453452.19758
"540","Black or African American","Female",66,"$20,000 - $29,999","No","Extremely Uncomfortable",1658453960.29831,"65a8d1578f8cec0d7090e0c3e6a0f851","2 year degree","Democratic","Middle of the Road","No","","Yes","Yes",1658453985.36441
"541","White","Male",61,"$40,000 - $49,999","No","Moderately Comfortable",1658453993.90202,"86073bfa8fcfb76eccfa4e2cbaac1e89","4 year degree","Democratic","Somewhat Liberal","Yes","WA","Yes","No",1658454034.61023
"543","White","Female",70,"$20,000 - $29,999","No","Slightly Uncomfortable",1658454205.27797,"749b39234afb2c20b89340a2e17a430f","Less than high school","Democratic","Middle of the Road","Yes","OH","No","N/A",1658454289.10263
"544","Asian","Female",63,"$90,000 - $99,999","No","Extremely Uncomfortable",1658454351.87899,"e5420b821f9da57d996cfc7068767ab0","Professional degree","Democratic","Very Liberal","No","WA","Yes","No",1658454383.46709
"545","Black or African American","Female",40,"$70,000 - $79,999","No","Slightly Uncomfortable",1658454402.78869,"e6dd45b43c42bfe4ae124cca7cd33084","4 year degree","Democratic","Middle of the Road","Yes","TX","No","N/A",1658454444.49954
"546","White","Female",57,"$100,000 - $149,999","No","Slightly Comfortable",1658454429.21204,"0d8fbc1be4a84bcacfa773f42d2dde91","4 year degree","Republican","Somewhat Conservative","No","NJ","No","N/A",1658454460.4063
"547","White","Male",64,"$20,000 - $29,999","Yes","Moderately Comfortable",1658454432.35896,"f34c914628b12919845efa954ec8b453","Professional degree","Democratic","Very Liberal","Yes","WV","No","N/A",1658454500.00206
"548","Black or African American","Female",49,"$10,000 - $19,999","No","Neither Comfortable nor Uncomfortable",1658454531.0848,"5700a328aa7fe754c1f839a57380897a","High school graduate","Democratic","Middle of the Road","Yes","","No","N/A",1658454564.08345
"549","White","Female",54,"$60,000 - $69,999","No","Moderately Comfortable",1658454999.00247,"17fe05c1bd78b2f4c8ad320213aceb54","4 year degree","No consistent preference","Middle of the Road","Yes","FL","No","N/A",1658455020.17561
"550","White","Female",60,"$20,000 - $29,999","No","Extremely Uncomfortable",1658455417.96362,"01182c1092606a0b9efd8289307c3a8a","4 year degree","Democratic","Very Liberal","No","IL","No","N/A",1658455449.002
"551","White","Male",59,"$40,000 - $49,999","No","Slightly Uncomfortable",1658455490.06417,"840dbdfdb8a3c31e54e8ac22ac750558","4 year degree","Democratic","Somewhat Liberal","Yes","OH","Yes","Yes",1658455525.74346
"552","White","Male",56,"$100,000 - $149,999","Yes","Extremely Comfortable",1658455546.58871,"059eca10dc77707752ccfd649744c9a0","Professional degree","Republican","Somewhat Conservative","Yes","FL","Yes","Yes",1658455554.16132
"553","White","Female",62,"Less than $10,000","No","Slightly Comfortable",1658456482.23901,"6281c97d9d5b3685bc7b4e224a90a0fa","Some college","Democratic","Middle of the Road","No","AR","No","N/A",1658456519.14268
"554","White","Female",63,"$10,000 - $19,999","No","Slightly Comfortable",1658456704.19386,"df78787f4fd7a58d3e7b1e1339a6c9ff","2 year degree","Democratic","Very Liberal","No","WA","Yes","No",1658456734.72209
"556","White","Female",69,"$20,000 - $29,999","No","Extremely Uncomfortable",1658456774.08176,"a6756e7d06516c7c96716bfa4b3fac86","High school graduate","Democratic","Somewhat Conservative","No","KY","No","N/A",1658456993.40158
"557","White","Male",50,"$40,000 - $49,999","No","Extremely Uncomfortable",1658456899.11234,"2dca41629ca5ad559eb63e46ab3c2ce4","2 year degree","Democratic","Somewhat Liberal","No","AZ","No","N/A",1658456913.93223
"558","White","Female",59,"More than $150,000","No","Extremely Uncomfortable",1658456941.4393,"0c9d0f09dd78005bb595f11edc8ca22d","Professional degree","Democratic","Very Liberal","No","MA","Yes","Yes",1658456981.87961
"559","White","Female",59,"More than $150,000","No","Extremely Uncomfortable",1658456941.4393,"0c9d0f09dd78005bb595f11edc8ca22d","Professional degree","Democratic","Very Liberal","No","MA","Yes","Yes",1658457590.30188
"560","White","Male",60,"$90,000 - $99,999","No","Slightly Comfortable",1658456944.06011,"9c87295e45c8414dcd2acc5a714a2e7e","Professional degree","Democratic","Somewhat Conservative","No","MA","No","N/A",1658456965.4499
"561","White","Male",52,"$40,000 - $49,999","Yes","Extremely Comfortable",1658456957.47514,"e22c64e62186f1e58d11ebc58beb25bd","High school graduate","Republican","Very Conservative","No","NC","Yes","Yes",1658456988.86465
"562","White","Male",53,"$30,000 - $39,999","Yes","Extremely Comfortable",1658456965.86666,"9ba05a0a9ebda4d58a5c7aa37e9eefb9","4 year degree","Republican","Middle of the Road","No","PA","No","N/A",1658457030.83082
"563","Black or African American","Female",42,"$20,000 - $29,999","Yes","Moderately Comfortable",1658457399.70432,"2a318b763be29ae40e0716d61a6c3453","Some college","No consistent preference","Middle of the Road","Yes","SC","Yes","No",1658457688.10743
"564","White","Female",59,"More than $150,000","No","Extremely Uncomfortable",1658457516.0813,"0c9d0f09dd78005bb595f11edc8ca22d","Professional degree","Democratic","Very Liberal","No","MA","Yes","Yes",1658456981.87961
"565","White","Female",59,"More than $150,000","No","Extremely Uncomfortable",1658457516.0813,"0c9d0f09dd78005bb595f11edc8ca22d","Professional degree","Democratic","Very Liberal","No","MA","Yes","Yes",1658457590.30188
"566","White","Female",64,"$90,000 - $99,999","No","Extremely Uncomfortable",1658458260.06672,"671561fea0ada317af0450b3220639a9","4 year degree","Democratic","Somewhat Liberal","No","OH","Yes","No",1658458311.40436
"567","Asian","Male",41,"$50,000 - $59,999","Yes","Extremely Comfortable",1658458332.58765,"64fc6fcd9b023d31f5f979319b46970c","4 year degree","Republican","Middle of the Road","Yes","MA","Yes","N/A",1658458356.75551
"568","Black or African American","Female",42,"$30,000 - $39,999","No","Extremely Uncomfortable",1658458356.59536,"57bc688eda193d5c0d9f471986261804","Some college","No consistent preference","Somewhat Conservative","Yes","LA","No","N/A",1658458383.06635
"569","Asian","Female",41,"$50,000 - $59,999","No","Extremely Uncomfortable",1658458365.53482,"9dd5536029eff4c129493bf323db83eb","4 year degree","Democratic","Very Liberal","No","WA","No","N/A",1658458476.03565
"570","White","Male",55,"More than $150,000","Yes","Slightly Comfortable",1658458388.56677,"89ab093c38a13df7edc92cec1c966a51","Professional degree","Republican","Very Conservative","No","CA","Yes","N/A",1658458415.95693
"571","Black or African American","Female",57,"$20,000 - $29,999","No","Extremely Uncomfortable",1658459564.47812,"b66276bc52389e096d349711303a2e63","2 year degree","No consistent preference","Middle of the Road","No","FL","No","N/A",1658459616.50006
"572","White","Male",57,"$30,000 - $39,999","No","Slightly Comfortable",1658459764.12425,"7246eca078ba76db07469c1b9655cec5","4 year degree","Republican","Somewhat Conservative","No","NV","No","N/A",1658459794.99362
"573","White","Male",57,"$30,000 - $39,999","No","Slightly Comfortable",1658459764.12425,"7246eca078ba76db07469c1b9655cec5","4 year degree","Republican","Somewhat Conservative","No","NV","No","N/A",1658460998.91022
"574","White","Male",66,"More than $150,000","Yes","Moderately Comfortable",1658459814.74115,"356383801cae391b744abdcea125464b","Professional degree","No consistent preference","Somewhat Conservative","No","OH","No","N/A",1658459844.93285
"575","White","Male",54,"More than $150,000","No","Extremely Uncomfortable",1658460222.05196,"d8334fb62868ea8cd814146094ae81e9","4 year degree","Democratic","Very Liberal","No","AZ","No","N/A",1658460239.59939
"576","Black or African American","Male",40,"Less than $10,000","No","Neither Comfortable nor Uncomfortable",1658460250.44289,"0d8309c290b382d23c2cc3b1a847ea57","Some college","Democratic","Middle of the Road","Yes","MD","Yes","N/A",1658460315.36308
"577","Black or African American","Male",40,"$100,000 - $149,999","No","Slightly Uncomfortable",1658460251.00038,"a16e6be029f3559f43731c8b2f1db1c4","Professional degree","No consistent preference","Middle of the Road","No","MD","No","N/A",1658460281.36535
"578","White, American Indian or Alaska Native, Asian","Male",NA,"Less than $10,000","Yes","Moderately Comfortable",1658460295.84485,"16451388544ef213992232c4ba425043","Some college","Democratic","Somewhat Liberal","Yes","MS","No","N/A",1658460324.72915
"579","White","Female",59,"$30,000 - $39,999","No","Slightly Comfortable",1658460458.32429,"ab5ba945f839d9f810580f0f1f114a6b","4 year degree","Republican","Somewhat Conservative","No","MI","No","N/A",1658460487.70906
"580","White","Male",57,"$30,000 - $39,999","No","Slightly Comfortable",1658460980.16011,"7246eca078ba76db07469c1b9655cec5","4 year degree","Republican","Somewhat Conservative","No","NV","No","N/A",1658459794.99362
"581","White","Male",57,"$30,000 - $39,999","No","Slightly Comfortable",1658460980.16011,"7246eca078ba76db07469c1b9655cec5","4 year degree","Republican","Somewhat Conservative","No","NV","No","N/A",1658460998.91022
"582","White","Male",49,"More than $150,000","Yes","Extremely Comfortable",1658461612.29619,"6fab94e39f0b89bc49e67e5d7e84a2dd","4 year degree","Republican","Somewhat Conservative","No","MD","No","N/A",1658461639.71461
"583","White","Male",61,"$20,000 - $29,999","No","Slightly Comfortable",1658491829.89685,"d6ff0a1fe3d71d2bb7b168a882c3a603","4 year degree","Democratic","Somewhat Liberal","Yes","FL","Yes","Yes",1658491872.29385
"584","White","Male",60,"$30,000 - $39,999","No","Slightly Uncomfortable",1658492656.44735,"cc83891bb65923f793ddd60619bd9ca2","Professional degree","Republican","Somewhat Conservative","No","CT","No","N/A",1658492696.90917
"585","White","Male",75,"$30,000 - $39,999","No","Moderately Comfortable",1658492688.55249,"2381d269129fdb4371758a63adc99643","2 year degree","Democratic","Somewhat Liberal","No","NC","No","N/A",1658492733.28523
"586","White","Female",63,"$40,000 - $49,999","No","Moderately Comfortable",1658492732.42386,"20b332c5b5694a962d5639ea90ae5c1f","Professional degree","Republican","Somewhat Conservative","No","MI","No","N/A",1658492760.25051
"587","White","Male",NA,"$100,000 - $149,999","No","Slightly Comfortable",1658495178.97039,"05c80141384f8be73a3c2e8e62689113","2 year degree","Republican","Somewhat Conservative","Yes","KS","Yes","Yes",1658495210.40244
"588","White","Male",48,"$20,000 - $29,999","Yes","Extremely Comfortable",1658495195.79964,"ded07e81acb8d7c4193bd85a50df50df","Some college","No consistent preference","Middle of the Road","No","TN","No","N/A",1658495230.83102
"589","Black or African American","Male",56,"$10,000 - $19,999","No","Neither Comfortable nor Uncomfortable",1658495238.48616,"f469a2226cbd63045caf9ffba1ee0c26","High school graduate","No consistent preference","Middle of the Road","Yes","FL","No","N/A",1658495272.29405
"590","White","Female",65,"$10,000 - $19,999","No","Neither Comfortable nor Uncomfortable",1658496249.08997,"d6780191be54690698ef59857b887e24","Some college","Democratic","Somewhat Liberal","No","OH","No","N/A",1658496276.40051
"591","White","Female",NA,"$20,000 - $29,999","No","Neither Comfortable nor Uncomfortable",1658496294.7443,"a993a873cb9e3f12661abe99da16c5b6","Some college","Republican","Very Conservative","No","TX","No","N/A",1658496329.30483
"592","White","Female",59,"More than $150,000","No","Extremely Uncomfortable",1658496487.41591,"e9e701e772f81162a3f5222233f918c1","Professional degree","Democratic","Very Liberal","No","IL","No","N/A",1658496523.27343
"593","White","Male",58,"$30,000 - $39,999","No","Extremely Comfortable",1658496600.77564,"29bc462f27887bfbfab58ddd050509ce","Some college","Republican","Somewhat Conservative","No","WA","No","N/A",1658496626.38898
"594","White","Male",57,"$20,000 - $29,999","Yes","Moderately Comfortable",1658496922.2455,"155750d78866769965eed9565c1498b6","4 year degree","Republican","Somewhat Conservative","No","CO","No","N/A",1658496941.31921
"595","White","Female",66,"$50,000 - $59,999","Yes","Slightly Uncomfortable",1658496956.9872,"98a17393498f303d180e655725a1832e","2 year degree","Republican","Somewhat Conservative","No","GA","No","N/A",1658496979.39181
"596","Black or African American","Female",67,"$30,000 - $39,999","No","Slightly Comfortable",1658497062.41716,"82622f49037da1d19d50771e3b3446a5","Some college","Democratic","Somewhat Liberal","Yes","DC","No","N/A",1658497096.51796
"597","Asian","Male",51,"$80,000 - $89,999","No","Slightly Comfortable",1658497148.46894,"30fe9a3d66e6cbd2433c3f3d07ae4e54","4 year degree","Democratic","Middle of the Road","No","NJ","Yes","Yes",1658497198.97971
"598","Black or African American","Male",45,"$30,000 - $39,999","No","Extremely Comfortable",1658497303.17638,"a91a2d2771c7e892fa2919f112e93f4d","2 year degree","Republican","Middle of the Road","Yes","CA","No","N/A",1658497359.61138
"599","White","Female",65,"$80,000 - $89,999","No","Neither Comfortable nor Uncomfortable",1658497922.24058,"507fb294422a389bb32cf9dfd47c456d","4 year degree","Democratic","Very Liberal","No","IN","Yes","No",1658497953.03085
"600","White","Female",60,"$80,000 - $89,999","No","Slightly Uncomfortable",1658498043.12266,"d78d38e3f3a1c6e4900eedb55a572dc4","High school graduate","Republican","Somewhat Conservative","Yes","IA","No","N/A",1658498283.1311
"601","White","Female",75,"$30,000 - $39,999","Yes","Extremely Uncomfortable",1658498161.56066,"adbc62802586ace8174f253b06837b3d","4 year degree","Democratic","Very Liberal","Yes","AL","Yes","Yes",1658498207.83317
"602","White","Male",NA,"$60,000 - $69,999","Yes","Moderately Comfortable",1658498261.60244,"fe563152bec862ff48cf3176f50dd04d","Professional degree","Democratic","Somewhat Liberal","No","FL","No","N/A",1658498282.44887
"603","White","Male",62,"$60,000 - $69,999","Yes","Moderately Comfortable",1658498348.70929,"a61dc6732910e5a37b4cbc1a0764bad7","Professional degree","Democratic","Somewhat Liberal","No","SD","Yes","Yes",1658498400.98063
"604","Black or African American","Female",57,"$20,000 - $29,999","No","Moderately Comfortable",1658498527.94781,"6371bd269da05eda4b723e86d77ca1e0","Some college","Democratic","Somewhat Conservative","No","MS","No","N/A",1658498570.59449
"605","White","Male",67,"$30,000 - $39,999","No","Slightly Uncomfortable",1658498536.99709,"0d5dcfba457e3b2fa9c4e940775ecc8f","Professional degree","Democratic","Very Liberal","No","CT","No","N/A",1658498570.89933
"606","White","Female",59,"More than $150,000","No","Extremely Uncomfortable",1658498639.0204,"de96197dc99366e76f3f912d49601922","Some college","No consistent preference","Somewhat Conservative","No","CA","No","N/A",1658498664.64726
"607","White","Male",NA,"$100,000 - $149,999","Yes","Neither Comfortable nor Uncomfortable",1658498756.76238,"439215bc0a5ba9b1a6bb39a95aafd641","Some college","Democratic","Somewhat Liberal","No","CA","Yes","No",1658498858.10257
"608","White","Male",54,"$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",1658499715.1128,"d0363d932439571fb453bf7dfabdf041","Professional degree","Republican","Very Conservative","No","TN","No","N/A",1658499766.11903
"609","White","Male",NA,"More than $150,000","No","Slightly Uncomfortable",1658502116.98772,"6574f4ff45ed8db5db8bfe0cd23af48d","4 year degree","Democratic","Somewhat Liberal","Yes","PA","No","N/A",1658502143.13312
"610","White","Female",60,"$20,000 - $29,999","No","Extremely Uncomfortable",1658503028.45115,"17d59b1d2e740d520708e5e67ac072a1","High school graduate","Democratic","Very Liberal","Yes","SC","No","N/A",1658503059.38301
"611","Black or African American","Female",58,"$10,000 - $19,999","No","Neither Comfortable nor Uncomfortable",1658503056.1586,"b568b8d92b3aaebe73c8f8a8c30efcb1","High school graduate","Democratic","Somewhat Liberal","No","SC","No","N/A",1658503144.94249
"612","White","Male",60,"$70,000 - $79,999","No","Moderately Comfortable",1658503134.62106,"9280196b9a7a1359cc3924a943effe51","2 year degree","No consistent preference","Middle of the Road","No","CA","No","N/A",1658503158.74195
"613","Black or African American","Female",38,"$50,000 - $59,999","No","Slightly Comfortable",1658503135.22558,"08ad2941c8432cd83ee76ce8a0e74adc","Some college","No consistent preference","Middle of the Road","Yes","SC","No","N/A",1658503169.36445
"614","Hispanic","Male",57,"$10,000 - $19,999","No","Slightly Comfortable",1658503386.63305,"483536469ea3d3c0b5d21c7d5be7f1ea","Some college","Democratic","Very Liberal","No","CT","No","N/A",1658503447.38612
"615","White","Male",49,"$100,000 - $149,999","No","Extremely Uncomfortable",1658503499.52858,"3327c0e2f30ff852121f737961ea0bef","4 year degree","Democratic","Somewhat Liberal","No","NJ","Yes","Yes",1658503582.84124
"616","White","Female",59,"$40,000 - $49,999","No","Slightly Uncomfortable",1658503511.79744,"56112816c5228f8cb01d1a430557bfe8","2 year degree","Democratic","Somewhat Liberal","No","CA","No","N/A",1658503530.84258
"617","White","Male",49,"$100,000 - $149,999","No","Extremely Uncomfortable",1658503526.30971,"3327c0e2f30ff852121f737961ea0bef","4 year degree","Democratic","Somewhat Liberal","No","NJ","Yes","Yes",1658503582.84124
"618","White","Female",58,"$40,000 - $49,999","No","Slightly Uncomfortable",1658503735.86763,"724e46d3d215273648a0aebcba9cce91","Some college","Democratic","Somewhat Liberal","No","WA","No","N/A",1658503769.46186
"619","White","Male",73,"$40,000 - $49,999","Yes","Slightly Uncomfortable",1658503780.49282,"5f1ab46b9b2cdfd4bd8086e0d274233b","Some college","Democratic","Somewhat Liberal","No","CA","Yes","Yes",1658503837.80037
"620","White","Male",73,"$40,000 - $49,999","Yes","Slightly Uncomfortable",1658503780.49282,"5f1ab46b9b2cdfd4bd8086e0d274233b","Some college","Democratic","Somewhat Liberal","No","CA","Yes","Yes",1658506670.91248
"621","White","Male",73,"$40,000 - $49,999","Yes","Slightly Uncomfortable",1658503780.49282,"5f1ab46b9b2cdfd4bd8086e0d274233b","Some college","Democratic","Somewhat Liberal","No","CA","Yes","Yes",1658506931.65641
"622","White","Male",57,"$90,000 - $99,999","Yes","Moderately Comfortable",1658503783.32601,"af2b5d4a58c47279334aaa5c2b4fe9c0","4 year degree","Republican","Somewhat Conservative","Yes","TX","No","N/A",1658503830.88997
"623","White","Male",NA,"$50,000 - $59,999","No","Moderately Comfortable",1658503815.3683,"ee20c64868f60e6042fea79b418bdfd8","Some college","Republican","Somewhat Conservative","Yes","VA","No","N/A",1658503879.91341
"624","White","Male",79,"$50,000 - $59,999","No","Slightly Comfortable",1658505660.45126,"bac388e333221e35eb6f3d412b7be998","Some college","Democratic","Somewhat Liberal","No","CO","No","N/A",1658505694.96359
"625","Black or African American","Female",NA,"$20,000 - $29,999","No","Extremely Uncomfortable",1658505687.63098,"4e61a98a375c6363579439f516f0be2c","4 year degree","Democratic","Very Liberal","No","LA","No","N/A",1658505713.99363
"626","White","Female",60,"$100,000 - $149,999","No","Moderately Comfortable",1658505888.45945,"ed1994798b64760bce557e099345e695","Some college","Republican","Very Conservative","Yes","IL","No","N/A",1658505914.76307
"627","White","Female",69,"$90,000 - $99,999","Yes","Extremely Comfortable",1658506304.21264,"2a6709ab950c1fec6d8e2d33357af9f2","4 year degree","Republican","Somewhat Conservative","No","MS","Yes","Yes",1658506350.03915
"628","White, Hispanic","Female",60,"$90,000 - $99,999","No","Extremely Uncomfortable",1658506511.74951,"b73a185cac481c39ad706036f9299875","Professional degree","Democratic","Somewhat Liberal","No","VA","No","N/A",1658506542.27371
"629","White","Male",73,"$40,000 - $49,999","Yes","Slightly Uncomfortable",1658506645.50285,"5f1ab46b9b2cdfd4bd8086e0d274233b","Some college","Democratic","Somewhat Liberal","No","CA","Yes","Yes",1658503837.80037
"630","White","Male",73,"$40,000 - $49,999","Yes","Slightly Uncomfortable",1658506645.50285,"5f1ab46b9b2cdfd4bd8086e0d274233b","Some college","Democratic","Somewhat Liberal","No","CA","Yes","Yes",1658506670.91248
"631","White","Male",73,"$40,000 - $49,999","Yes","Slightly Uncomfortable",1658506645.50285,"5f1ab46b9b2cdfd4bd8086e0d274233b","Some college","Democratic","Somewhat Liberal","No","CA","Yes","Yes",1658506931.65641
"632","White","Male",60,"$30,000 - $39,999","Yes","Extremely Comfortable",1658506653.86443,"733dac61e474a4a5696e0e1e22d826b3","Some college","Republican","Very Conservative","No","CA","Yes","No",1658506680.21662
"633","White","Female",65,"$20,000 - $29,999","No","Extremely Uncomfortable",1658506748.93275,"58a8dde8c670f7fea4879fd0096294af","Some college","Democratic","Very Liberal","No","OK","No","N/A",1658506784.47295
"634","White","Female",64,"$70,000 - $79,999","Yes","Moderately Comfortable",1658506899.97511,"e5b2e5f6ebd39de191834efa6e8be076","Some college","No consistent preference","Middle of the Road","Yes","CA","Yes","Yes",1658506937.50798
"635","White","Male",73,"$40,000 - $49,999","Yes","Slightly Uncomfortable",1658506905.67031,"5f1ab46b9b2cdfd4bd8086e0d274233b","Some college","Democratic","Somewhat Liberal","No","CA","Yes","Yes",1658503837.80037
"636","White","Male",73,"$40,000 - $49,999","Yes","Slightly Uncomfortable",1658506905.67031,"5f1ab46b9b2cdfd4bd8086e0d274233b","Some college","Democratic","Somewhat Liberal","No","CA","Yes","Yes",1658506670.91248
"637","White","Male",73,"$40,000 - $49,999","Yes","Slightly Uncomfortable",1658506905.67031,"5f1ab46b9b2cdfd4bd8086e0d274233b","Some college","Democratic","Somewhat Liberal","No","CA","Yes","Yes",1658506931.65641
"638","White","Female",63,"$20,000 - $29,999","No","Moderately Comfortable",1658507222.50449,"f4f1ddde91d544c62eb437cbd7b90422","High school graduate","Republican","Very Conservative","Yes","TX","No","N/A",1658507293.38633
"639","White","Female",64,"$10,000 - $19,999","No","Slightly Uncomfortable",1658507246.59104,"5de02385d7df2e7bd50d9972b34b0c76","Some college","No consistent preference","Middle of the Road","Yes","NY","No","N/A",1658507414.41343
"640","White","Female",64,"$10,000 - $19,999","No","Slightly Uncomfortable",1658507246.59104,"5de02385d7df2e7bd50d9972b34b0c76","Some college","No consistent preference","Middle of the Road","Yes","NY","No","N/A",1658507839.29205
"641","Black or African American","Male",49,"$60,000 - $69,999","Yes","Extremely Comfortable",1658507322.82223,"f54bef3ad5891dbdb0795c8e88e13900","2 year degree","No consistent preference","Middle of the Road","Yes","CA","Yes","Yes",1658507401.44484
"642","White","Female",75,"$10,000 - $19,999","No","Slightly Uncomfortable",1658507436.51561,"b31df15aecf29f8ad7d89f7ea276422a","2 year degree","No consistent preference","Middle of the Road","No","PA","Yes","No",1658507469.59959
"643","White","Female",75,"$20,000 - $29,999","Yes","Slightly Uncomfortable",1658507456.75488,"4022b4db295767a148fea483557dde58","Some college","Republican","Somewhat Conservative","No","OK","Yes","N/A",1658507504.64457
"644","White","Male",60,"$40,000 - $49,999","No","Neither Comfortable nor Uncomfortable",1658507457.89221,"d1e6894ea1c4a0f2074da720b3f1335c","4 year degree","No consistent preference","Middle of the Road","No","FL","No","N/A",1658507483.15762
"645","White","Male",52,"$90,000 - $99,999","Yes","Moderately Comfortable",1658507659.30909,"2e646921da3187e238871945c36f8a6e","Professional degree","Democratic","Very Liberal","No","PA","No","N/A",1658507725.49629
"646","White","Female",64,"$10,000 - $19,999","No","Slightly Uncomfortable",1658507834.8762,"5de02385d7df2e7bd50d9972b34b0c76","Some college","No consistent preference","Middle of the Road","Yes","NY","No","N/A",1658507414.41343
"647","White","Female",64,"$10,000 - $19,999","No","Slightly Uncomfortable",1658507834.8762,"5de02385d7df2e7bd50d9972b34b0c76","Some college","No consistent preference","Middle of the Road","Yes","NY","No","N/A",1658507839.29205
"648","White","Male",63,"$70,000 - $79,999","No","Extremely Uncomfortable",1658508877.06794,"a20e9fc95ec2e2b5968454089f45a28e","4 year degree","Democratic","Very Liberal","No","NY","No","N/A",1658508913.78339
"649","Black or African American","Female",58,"$30,000 - $39,999","Yes","Slightly Comfortable",1658509130.60162,"7715e1ad8e4f745c0fb5ed3eaafd468b","Some college","Democratic","Somewhat Conservative","Yes","MS","Yes","No",1658509168.50418
"650","Other","Female",63,"$10,000 - $19,999","No","Slightly Uncomfortable",1658509159.16107,"cce78191d8ded3c40211fa361f240262","Some college","Democratic","Somewhat Liberal","No","","Yes","Yes",1658509191.8387
"651","White","Female",58,"$60,000 - $69,999","No","Slightly Comfortable",1658509304.25704,"1daaa1a682cf02fa59e956d6a8e6b320","Some college","Democratic","Somewhat Liberal","No","WI","Yes","No",1658509331.07959
"652","White","Male",69,"More than $150,000","No","Extremely Comfortable",1658509384.88904,"1c646cfab9783ed482f06657b53668c4","4 year degree","Republican","Somewhat Conservative","No","FL","Yes","Yes",1658509413.71869
"653","White","Male",76,"$30,000 - $39,999","Yes","Extremely Comfortable",1658511269.51611,"70e586407a62f5ce7094965aa64e8a3f","4 year degree","Republican","Somewhat Conservative","Yes","TX","Yes","No",1658511356.53201
"654","White","Male",47,"$50,000 - $59,999","No","Neither Comfortable nor Uncomfortable",1658511390.53108,"7d2875ba1e93c295508427b0c91e6986","4 year degree","Democratic","Very Liberal","No","OR","No","N/A",1658511421.10786
"655","Black or African American","Male",48,"$100,000 - $149,999","Yes","Extremely Comfortable",1658511407.19926,"fbfad3939d3345741773add61f8e17b1","4 year degree","Democratic","Somewhat Liberal","No","FL","No","N/A",1658511429.4418
"657","Black or African American","Male",49,"$80,000 - $89,999","No","Extremely Uncomfortable",1658511503.9646,"ce4400703c11fcc818f18906f62b3ff5","Some college","No consistent preference","Middle of the Road","No","LA","No","N/A",1658511528.59112
"658","White","Male",60,"$100,000 - $149,999","No","Slightly Uncomfortable",1658511540.53576,"f94741446765011cadeec876efee2565","2 year degree","Democratic","Somewhat Liberal","Yes","CA","Yes","Yes",1658511573.41527
"659","White","Male",NA,"$10,000 - $19,999","No","Moderately Comfortable",1658511588.65188,"e991e9335649dfffc920f9b0de2df08a","High school graduate","No consistent preference","Very Conservative","No","GA","No","N/A",1658511620.6232
"660","White","Male",62,"$10,000 - $19,999","No","Moderately Comfortable",1658511726.36989,"2bfe254aa5051a3f13632ab4b60ccde8","High school graduate","No consistent preference","Somewhat Conservative","No","PA","No","N/A",1658511775.33681
"663","White","Male",84,"$70,000 - $79,999","No","Moderately Comfortable",1658511839.38227,"ac1f5d61e302fee387039f82b6f2eced","Professional degree","No consistent preference","Middle of the Road","No","CA","No","N/A",1658511890.60883
"666","White","Male",NA,"$60,000 - $69,999","No","Moderately Comfortable",1658513249.04889,"bd4ea3097b67813927d61994bba4b03b","4 year degree","No consistent preference","Somewhat Conservative","No","MA","Yes","Yes",1658513289.35516
