"","...1","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","algorithm","picture","conclusion","typos","clean_prints"
"72",75,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,20,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658330869.86715,8,"Yes","No","Inconclusive","Uncorrected",245
"73",76,"Yes","7.0","4.0",67,39,"9mm","Moderately credible","Moderately credible","Neither reliable nor unreliable","Neither reliable nor unreliable","Moderately reliable","Weakly scientific","Moderately scientific","Weakly unscientific","4.0","4.0","Frequently","Weakly reliable","Weakly reliable","Moderately scientific","Yes","The errors are equally bad",1658331391.96807,12,"Yes","Yes","NoMatch","Uncorrected",445
"74",77,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",85,85,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Moderately scientific","Extremely scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658332093.78197,7,"Yes","No","Match","Uncorrected",400
"75",78,"Yes","8.0","7.0",95,95,"9mm","Moderately credible","Weakly credible","Extremely reliable","Moderately reliable","Weakly reliable","Moderately scientific","Moderately scientific","Moderately scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658332538.60779,12,"Yes","Yes","NoMatch","Uncorrected",239
"76",79,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,20,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658332579.4593,11,"Yes","Yes","Inconclusive","Uncorrected",329
"77",80,"No","6.0","5 <br/> Moderately strong",65,60,"9mm","Extremely credible","Extremely credible","Weakly reliable","Moderately reliable","Moderately reliable","Moderately scientific","Extremely scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658332688.83623,11,"Yes","Yes","Inconclusive","Uncorrected",456
"78",81,"No","9 <br/> Extremely strong","1 <br/> Not at all strong",5,5,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Moderately reliable","Moderately scientific","Extremely scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658332713.76265,12,"Yes","Yes","NoMatch","Uncorrected",359
"79",82,"No","2.0","1 <br/> Not at all strong",5,2,"9mm","Moderately credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658333133.5739,8,"Yes","No","Inconclusive","Uncorrected",454
"80",83,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",7,1,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658333905.98288,12,"Yes","Yes","NoMatch","Uncorrected",285
"81",84,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",89,97,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658333945.26665,10,"Yes","Yes","Match","Uncorrected",583
"82",85,"No","2.0","2.0",6,6,"9mm","Extremely credible","Extremely credible","Moderately unreliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658334005.9413,9,"Yes","No","NoMatch","Uncorrected",528
"83",86,"Yes","7.0","7.0",70,70,"9mm","Moderately credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","4.0","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658334774.50473,10,"Yes","Yes","Match","Uncorrected",36
"84",87,"No","3.0","3.0",25,25,"9mm","Weakly credible","Moderately credible","Weakly reliable","Weakly reliable","Weakly reliable","Weakly scientific","Weakly scientific","Weakly scientific","4.0","4.0","Occasionally","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658334846.53165,7,"Yes","No","Match","Uncorrected",231
"85",88,"No","4.0","5 <br/> Moderately strong",50,60,"9mm","Extremely credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","4.0","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658335279.30763,10,"Yes","Yes","Match","Uncorrected",401
"86",89,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",40,55,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658335582.54953,8,"Yes","No","Inconclusive","Uncorrected",482
"87",90,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",3,3,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Extremely scientific","4.0","5 <br/> I understood everything","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658335724.5362,9,"Yes","No","NoMatch","Uncorrected",367
"88",91,"No","5 <br/> Moderately strong","3.0",30,30,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Extremely scientific","4.0","4.0","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658336628.61962,8,"Yes","No","Inconclusive","Uncorrected",238
"89",92,"No","3.0","2.0",30,20,"9mm","Extremely credible","Extremely credible","Weakly reliable","Weakly reliable","Weakly reliable","Weakly scientific","Moderately scientific","Moderately scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658336818.56628,12,"Yes","Yes","NoMatch","Uncorrected",410
"90",93,"Yes","8.0","9 <br/> Extremely strong",91,100,"9mm","Extremely credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Usually","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658337075.82817,11,"Yes","Yes","Inconclusive","Uncorrected",365
"91",94,"No","2.0","1 <br/> Not at all strong",10,5,"9mm","Extremely credible","Extremely credible","Moderately unreliable","Extremely reliable","Moderately reliable","Moderately scientific","Neither scientific nor unscientific","Moderately scientific","5 <br/> I understood everything","3 <br/> I understood about half of the method","Rarely","Weakly reliable","Moderately unreliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658337233.14256,12,"Yes","Yes","NoMatch","Uncorrected",5
"92",95,"Yes","5 <br/> Moderately strong","8.0",100,89,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","4.0","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658337962.18829,10,"Yes","Yes","Match","Uncorrected",513
"93",96,"Yes","7.0","6.0",70,60,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Extremely scientific","Moderately scientific","Extremely scientific","4.0","4.0","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658338604.84266,11,"Yes","Yes","Inconclusive","Uncorrected",167
"94",97,"Yes","8.0","9 <br/> Extremely strong",96,98,"9mm","Moderately credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Moderately scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658338722.01137,7,"Yes","No","Match","Uncorrected",347
"95",98,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,10,"9mm","Extremely credible","Extremely credible","Moderately unreliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658339465.77446,11,"Yes","Yes","Inconclusive","Uncorrected",597
"96",99,"Yes","6.0","4.0",60,41,"9mm","Extremely credible","Extremely credible","Moderately reliable","Extremely reliable","Weakly reliable","Extremely scientific","Extremely scientific","Extremely scientific","3 <br/> I understood about half of the method","2.0","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658339731.7583,9,"Yes","No","NoMatch","Uncorrected",531
